Lookup ID,ZIP,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges,Predicted Affinity for Children's Causes,Predicted Affinity for Educational Causes,Predicted Affinity for Science,Predicted Affinity for Arts & Culture,Predicted Level of Technology Adoption
8-10027682,91913-4329,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10046515,22102-4822,8-10003534,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022834,22033-2473,8-10002384,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10019447,20155-6214,8-10002182,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10031067,22182-3986,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038403,20132-2936,"",1,"10,000.00","10,000.00",10/29/2019,"10,000.00",10/29/2019,"10,000.00",10/29/2019,"50,000.00",0,0,0,35,0
8-10023024,20136-1606,8-10002389,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10047280,20191-5405,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017570,22031-1235,8-10002067,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10029161,22102-1422,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10012531,22315-4008,8-10001739,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052640,20112-5888,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10031808,25411-5146,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10035617,22124-1512,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048843,27712-2685,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10038894,22182-5245,8-10003145,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049729,22033-2483,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029231,07726-3846,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039220,22508-5224,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044953,22180-6776,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034006,20120-5210,8-10002958,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
908,20171-4064,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10016835,22043-1054,8-10002015,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1170,22043-1314,"",5,150.00,50.00,12/31/2019,25.00,5/6/2014,50.00,12/31/2019,0.00,35,35,35,42,0
8-10018661,22033-2584,8-10002114,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,50,0
8-10044834,62025-7756,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10029035,28717-2166,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10037062,22030-8525,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017848,22039-2920,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Novice
8-10039503,20191-2517,8-10001669,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2236,22124-1514,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
1044,20171-2985,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10000018,20171-2338,8-10002478,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043825,20019-5141,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Novice
8-10014955,22032-3316,8-10001913,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018976,17566-9260,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10026745,20151-2721,8-10002577,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006296,22101-4423,"",1,100.00,100.00,6/3/2016,100.00,6/3/2016,100.00,6/3/2016,0.00,0,0,0,0,0
8-10031351,20152-3618,8-10002889,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028389,80924-4496,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036103,20164-4720,8-10003037,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044068,22015-1909,8-10003425,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10046110,34113,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10042527,20136-5617,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10050696,22030-3536,8-10003745,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10040361,22150-3915,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10025896,20194-1542,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042328,20147-4733,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039219,22508-5224,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10023042,34113-3167,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10040403,22151-4505,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052220,22151-1121,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10036003,27545-7465,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10003542,20011,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,0
8-10049715,22030-7205,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10042776,22202-5590,8-10001723,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052087,22401-4800,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034398,22033-3836,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10030098,22152-2701,8-10002822,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10041070,20121-3527,8-10002685,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052706,20152-3967,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024011,20151-2348,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023418,22033-2643,8-10002405,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035382,17050-7200,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1938,22305-2702,"",1,100.00,100.00,5/6/2014,100.00,5/6/2014,100.00,5/6/2014,0.00,0,0,0,0,0
8-10023982,20187-4732,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042195,22033-2480,8-10003353,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017146,20171-4897,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030368,22207-3211,8-10002833,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032538,22033-5077,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047515,22060-2524,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040453,22151-4160,8-10003281,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10015015,22031-2039,8-10003195,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10021015,20120-3250,8-10002277,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026509,22030-4224,8-10002558,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043815,22003-3947,8-10003411,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041379,20190-4715,8-10003310,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
2026,20152-2068,"",1,50.00,50.00,5/6/2014,50.00,5/6/2014,50.00,5/6/2014,0.00,0,0,0,0,0
8-10029681,20191-1718,8-10002777,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047303,22042-3413,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024322,32092-2449,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10040618,22003-4236,8-10003272,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018799,20175-6372,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10016148,20191-1605,8-10002637,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048467,22030-6270,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035358,24171-5345,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10042643,45385-2577,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10038367,20147-7121,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005793,22003-3224,8-10000446,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10023130,22030-8537,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043682,22747-2154,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10013365,22124-1523,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048416,22033-1726,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10037037,22033,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10046354,20832-1755,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033189,20117-2668,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10007741,29466-7240,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038421,22043-1849,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10046867,22015-4169,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031197,20176-5002,"",2,200.00,100.00,12/24/2019,100.00,10/23/2018,100.00,12/24/2019,500.00,35,35,35,42,0
8-10040498,20171-6177,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036872,20171-1540,"",1,50.00,50.00,10/23/2018,50.00,10/23/2018,50.00,10/23/2018,0.00,0,0,0,0,0
8-10035204,20136-5745,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026250,22030-6188,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040210,20166-8506,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040015,22312-2010,8-10003225,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10017972,20105-3081,8-10002850,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044755,21755-0655,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10041424,20120-1414,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
1135,22182-1648,"",1,100.00,100.00,5/7/2013,100.00,5/7/2013,100.00,5/7/2013,0.00,35,35,35,35,0
8-10044659,55421-5006,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024421,22033-2751,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032916,20180-8566,8-10002906,1,5.00,5.00,7/14/2018,5.00,7/14/2018,5.00,7/14/2018,0.00,35,35,35,35,0
8-10016656,20001-1118,8-10002032,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10047215,22003-1403,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020098,22003-1326,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10021654,22031-2702,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032486,22181-2936,8-10002888,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,0,Novice
8-10017547,20895-3133,"",1,100.00,100.00,10/25/2016,100.00,10/25/2016,100.00,10/25/2016,0.00,35,35,35,35,0
8-10007662,20105-5834,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049473,22102-1009,8-10002649,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028579,22033-1503,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026749,22043-1005,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005186,22046-3502,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10047767,20105-2740,"",1,250.00,250.00,10/24/2019,250.00,10/24/2019,250.00,10/24/2019,0.00,0,0,0,0,0
8-10053190,22033-1736,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028410,22151-1716,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048078,22015-3709,8-10003109,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032376,22031-1358,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050582,22031-2451,8-10003726,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10022734,22180-6634,8-10002378,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,Apprentice
8-10045765,20748-4525,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051827,17584-9028,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042932,22204-2414,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026923,27712-4107,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036784,20016-5414,"",1,150.00,150.00,10/23/2018,150.00,10/23/2018,150.00,10/23/2018,0.00,0,0,0,0,0
8-10049072,22153-2305,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050265,22315-4629,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032515,22203-1939,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
268,22182-1602,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033682,22046-2502,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10048387,22039-1426,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,0
8-10051024,22153-3937,8-10003761,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024553,22046-2837,8-10002442,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005420,22030-5231,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041392,20115-3737,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023606,68102-1934,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053290,20905,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032034,20166-3036,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006583,20190-5831,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10053154,22031-3804,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032596,20110-5836,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014721,20141-2487,8-10001892,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10031719,20148-5729,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032120,22066-2903,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,90,42,0
8-10018460,22033-3877,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006452,20151-1142,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039217,22508-5224,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10023059,20171-3721,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025165,22304-2227,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10007681,22152-3151,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10029713,20170-5414,8-10002801,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006476,20170-4480,8-10000495,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042559,20190-3304,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020249,20816-3425,8-10002230,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10047393,20124-2371,8-10003596,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024140,20148-5636,8-10002430,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025935,20176-6573,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044440,20147-5907,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031985,20190-5659,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028375,20136-2080,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10024281,20152-3400,8-10002434,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022273,20147-4179,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10034384,22124-1148,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028132,20171-2722,8-10002684,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044308,20121-4847,8-10003440,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038379,20136-2188,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029784,20164-1600,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10017296,22043-3033,"",1,20.00,20.00,11/19/2016,20.00,11/19/2016,20.00,11/19/2016,0.00,0,0,0,35,0
8-10043114,22015-3721,8-10003384,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10051060,22003-3828,8-10001698,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013715,20147,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,42,Apprentice
8-10017371,20136-6194,8-10002214,1,1.00,1.00,7/14/2018,1.00,7/14/2018,1.00,7/14/2018,0.00,0,0,0,0,0
8-10052789,22207-1608,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046191,22124-2124,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048279,22030-8523,8-10003623,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Wizard
8-10027144,30004-0953,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10032886,22182-1990,8-10002904,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10047840,20120-1675,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10003748,20191-3038,8-10000074,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031450,20110-8916,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032201,22079-1224,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10020401,22124-1934,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10012249,22039,8-10001708,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032606,20190-3940,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051554,22305-3106,8-10003792,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046677,20750-0253,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
83,20147-4016,"",4,250.00,100.00,5/7/2013,50.00,5/24/2011,50.00,5/6/2014,0.00,0,0,0,0,0
8-10052960,20120-6423,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10023975,22041-1650,8-10000048,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018324,20170-2546,8-10002117,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040294,22033-3940,8-10003239,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032544,22124-2434,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10048972,20170-3706,8-10002130,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028415,22209-1572,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10011834,22066-1364,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10016427,27514-5227,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10015185,20171-2673,8-10001928,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10045952,22101-2913,8-10003511,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
234,09494-0009,8-10000344,1,100.00,100.00,5/23/2012,100.00,5/23/2012,100.00,5/23/2012,0.00,0,0,0,0,Apprentice
8-10039837,20121-6204,8-10003214,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004830,20120-6112,8-10000264,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
870,22180-6743,"",1,100.00,100.00,4/14/2015,100.00,4/14/2015,100.00,4/14/2015,0.00,35,35,35,35,0
8-10024026,96273-0131,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030350,22044-1103,8-10002831,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10046237,20171-2221,8-10003520,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004988,22030-2445,8-10000305,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10034990,22030-5446,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006245,20164-1600,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049940,22182-1747,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040773,22205-1621,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,0
8-10022981,22181-3223,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049123,20121-1702,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,0
8-10024917,28173-0185,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046930,20164-2902,8-10003559,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10038607,22030-2111,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10016691,22153-4000,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10002478,20147-6925,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032009,22180-3563,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10049777,23059-5549,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10036329,22009-0912,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033484,20171-1600,8-10002939,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038993,55016-1262,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10018611,22079-1326,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032278,20147-4619,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,35,0
8-10005162,22039-1229,8-10000339,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039862,22180-3459,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10030509,20112-3585,8-10002842,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10007880,22101-2110,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1816,20195-3112,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10022423,20148-4413,8-10002361,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10005986,22310-1149,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10049971,20191-4823,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10004221,20110-6673,8-10000174,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049095,22182-5019,8-10003647,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035069,22153-2921,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,90,35,50,0
8-10011648,20166-2463,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10052902,22003-5222,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039140,22310-2200,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10027423,20191-1737,8-10002646,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025097,22032-3271,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10036794,22206-1502,"",1,100.00,100.00,10/29/2018,100.00,10/29/2018,100.00,10/29/2018,0.00,35,35,35,50,0
8-10018397,22033-1405,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10036224,20176-4964,"",0,0.00,"1,000.00","","1,000.00",5/8/2020,"1,000.00",5/8/2020,"5,000.00",35,35,35,50,0
